classroom_name,session,avg_progress,n_activities,n_completed,n_students,completion_rate
School_18 식량안보,12.0,0.004761904761904762,105,0,15,0.0
School_18 식량안보,13.0,0.03333333333333333,105,2,15,0.01904761904761905
School_18 식량안보,14.0,0.44166666666666665,60,20,15,0.3333333333333333
School_18 식량안보,15.0,0.5277777777777778,90,41,15,0.45555555555555555
School_18 해양쓰레기,1.0,0.3880714239444444,180,67,18,0.37222222222222223
School_18 해양쓰레기,2.0,0.21450617592592594,108,23,18,0.21296296296296297
School_18 해양쓰레기,3.0,0.2222222142857143,126,27,18,0.21428571428571427
School_18 해양쓰레기,4.0,0.4666362944444445,360,159,18,0.44166666666666665
School_18 해양쓰레기,5.0,0.5902960722222222,180,103,18,0.5722222222222222
School_18 해양쓰레기,6.0,0.5370370347222222,144,74,18,0.5138888888888888
School_18 해양쓰레기,7.0,0.4452160509259259,216,95,18,0.4398148148148148
School_18 해양쓰레기,8.0,0.43295304,180,68,18,0.37777777777777777
School_18 해양쓰레기,9.0,0.4868634236111111,144,60,18,0.4166666666666667
School_18 해양쓰레기,10.0,0.5759956388888889,108,61,18,0.5648148148148148
School_18 해양쓰레기,11.0,0.5336339603174604,126,58,18,0.4603174603174603
School_18 해양쓰레기,12.0,0.17592592857142858,126,20,18,0.15873015873015872
School_18 해양쓰레기,13.0,0.14467593055555555,144,16,18,0.1111111111111111
School_18 해양쓰레기,14.0,0.17222222222222222,90,13,18,0.14444444444444443
School_18 해양쓰레기,15.0,0.2962962962962963,108,28,18,0.25925925925925924
School_19 기후변화,1.0,0.6896392905982907,117,72,13,0.6153846153846154
School_19 기후변화,2.0,0.4932139916666667,156,55,13,0.3525641025641026
School_19 기후변화,3.0,0.4610824466153846,130,48,13,0.36923076923076925
School_19 기후변화,4.0,0.4199211197802198,91,35,13,0.38461538461538464
School_19 기후변화,5.0,0.7065526837606837,117,79,13,0.6752136752136753
School_19 기후변화,6.0,0.7312261818181818,143,98,13,0.6853146853146853
School_19 기후변화,7.0,0.6911831125,104,61,13,0.5865384615384616
School_19 기후변화,8.0,0.5991934846153846,130,67,13,0.5153846153846153
School_19 기후변화,9.0,0.5281214293846155,130,60,13,0.46153846153846156
School_19 기후변화,10.0,0.5220639423076924,130,64,13,0.49230769230769234
School_19 기후변화,11.0,0.43883310615384613,130,47,13,0.36153846153846153
School_19 기후변화,12.0,0.5555555641025641,78,42,13,0.5384615384615384
School_19 기후변화,13.0,0.4798534835164835,91,42,13,0.46153846153846156
School_19 기후변화,14.0,0.5384615384615384,52,27,13,0.5192307692307693
School_19 기후변화,15.0,0.5384615384615384,65,35,13,0.5384615384615384
School_20 식량안보,1.0,0.7232923871111112,180,128,20,0.7111111111111111
School_20 식량안보,2.0,0.3831060561111111,180,59,20,0.3277777777777778
School_20 식량안보,3.0,0.4235416625,160,62,20,0.3875
School_20 식량안보,4.0,0.3551281438863636,220,62,20,0.2818181818181818
School_20 식량안보,5.0,0.5022222125,80,32,20,0.4
School_20 식량안보,6.0,0.5541319375,80,31,20,0.3875
School_20 식량안보,7.0,0.5914845857142856,140,69,20,0.4928571428571429
School_20 식량안보,8.0,0.58799634,100,42,20,0.42
School_20 식량안보,9.0,0.50294507,100,40,20,0.4
School_20 식량안보,10.0,0.620625,80,35,20,0.4375
School_20 식량안보,11.0,0.7703703999999999,60,33,20,0.55
School_20 식량안보,12.0,0.33214285714285713,140,42,20,0.3
School_20 식량안보,13.0,0.08571428571428572,140,9,20,0.06428571428571428
School_20 식량안보,14.0,0.15625,80,11,20,0.1375
School_20 식량안보,15.0,0.058333333333333334,120,5,20,0.041666666666666664
School_20 해양쓰레기,1.0,0.53449827885,200,102,20,0.51
School_20 해양쓰레기,2.0,0.5825177041666667,120,66,20,0.55
School_20 해양쓰레기,3.0,0.5287176857142857,140,70,20,0.5
School_20 해양쓰레기,4.0,0.5220755619999999,400,200,20,0.5
School_20 해양쓰레기,5.0,0.549999995,200,105,20,0.525
School_20 해양쓰레기,6.0,0.49479166875,160,73,20,0.45625
School_20 해양쓰레기,7.0,0.5189616166666666,240,119,20,0.49583333333333335
School_20 해양쓰레기,8.0,0.50032258,200,57,20,0.285
School_20 해양쓰레기,9.0,0.29919269375,160,35,20,0.21875
School_20 해양쓰레기,10.0,0.3686615175,120,26,20,0.21666666666666667
School_20 해양쓰레기,11.0,0.04214285714285715,140,5,20,0.03571428571428571
School_20 해양쓰레기,12.0,0.08928571428571429,140,8,20,0.05714285714285714
School_20 해양쓰레기,13.0,0.065625,160,7,20,0.04375
School_20 해양쓰레기,14.0,0.08,100,6,20,0.06
School_20 해양쓰레기,15.0,0.17083333333333334,120,19,20,0.15833333333333333
School_21 해양쓰레기,1.0,0.7499497749999999,80,59,8,0.7375
School_21 해양쓰레기,2.0,0.5964789466666667,48,28,8,0.5833333333333334
School_21 해양쓰레기,3.0,0.6303214821428572,56,35,8,0.625
School_21 해양쓰레기,4.0,0.40624015,160,62,8,0.3875
School_21 해양쓰레기,5.0,0.706564875,80,51,8,0.6375
School_21 해양쓰레기,6.0,0.548611109375,64,34,8,0.53125
School_21 해양쓰레기,7.0,0.5825738958333333,96,51,8,0.53125
School_21 해양쓰레기,8.0,0.505900295,80,37,8,0.4625
School_21 해양쓰레기,9.0,0.534858140625,64,33,8,0.515625
School_21 해양쓰레기,10.0,0.6530704791666667,48,29,8,0.6041666666666666
School_21 해양쓰레기,11.0,0.6363365892857143,56,34,8,0.6071428571428571
School_21 해양쓰레기,12.0,0.27976191071428574,56,15,8,0.26785714285714285
School_21 해양쓰레기,13.0,0.455729171875,64,28,8,0.4375
School_21 해양쓰레기,14.0,0.15,40,6,8,0.15
School_21 해양쓰레기,15.0,0.14583333333333334,48,7,8,0.14583333333333334
School_22 식량안보,1.0,0.7300994136363637,198,135,22,0.6818181818181818
School_22 식량안보,2.0,0.4179522449494949,198,73,22,0.3686868686868687
School_22 식량안보,3.0,0.19545454545454544,176,22,22,0.125
School_22 식량안보,4.0,0.2659505579338843,242,56,22,0.23140495867768596
School_22 식량안보,5.0,0.41083865909090905,88,30,22,0.3409090909090909
School_22 식량안보,6.0,0.4479797954545454,88,37,22,0.42045454545454547
School_22 식량안보,7.0,0.2333530064935065,154,32,22,0.2077922077922078
School_22 식량안보,8.0,0.014545454545454545,110,1,22,0.00909090909090909
School_22 식량안보,9.0,0.00909090909090909,110,0,22,0.0
School_22 식량안보,10.0,0.024053045454545452,88,1,22,0.011363636363636364
School_22 식량안보,11.0,0.32954548484848484,66,20,22,0.30303030303030304
School_22 식량안보,12.0,0.00974025974025974,154,0,22,0.0
School_22 식량안보,13.0,0.025974025974025976,154,2,22,0.012987012987012988
School_22 식량안보,14.0,0.045454545454545456,88,2,22,0.022727272727272728
School_22 식량안보,15.0,0.25757575757575757,132,28,22,0.21212121212121213
School_23 식량안보,1.0,0.7483644634920635,126,91,14,0.7222222222222222
School_23 식량안보,2.0,0.8094516595238095,126,100,14,0.7936507936507936
School_23 식량안보,3.0,0.7215920304464286,112,77,14,0.6875
School_23 식량안보,4.0,0.5227871862337662,154,67,14,0.43506493506493504
School_23 식량안보,5.0,0.48928569642857145,56,23,14,0.4107142857142857
School_23 식량안보,6.0,0.5901289642857143,56,28,14,0.5
School_23 식량안보,7.0,0.6759056734693877,98,59,14,0.6020408163265306
School_23 식량안보,8.0,0.4747566857142857,70,25,14,0.35714285714285715
School_23 식량안보,9.0,0.08857142857142858,70,5,14,0.07142857142857142
School_23 식량안보,10.0,0.09523810714285715,56,5,14,0.08928571428571429
School_23 식량안보,11.0,0.13095240476190476,42,4,14,0.09523809523809523
School_23 식량안보,12.0,0.2602040816326531,98,24,14,0.24489795918367346
School_23 식량안보,13.0,0.23469387755102042,98,20,14,0.20408163265306123
School_23 식량안보,14.0,0.09821428571428571,56,3,14,0.05357142857142857
School_23 식량안보,15.0,0.30357142857142855,84,22,14,0.2619047619047619
School_24 기후변화,1.0,0.9470899444444444,126,119,14,0.9444444444444444
School_24 기후변화,2.0,0.7992719469047619,168,132,14,0.7857142857142857
School_24 기후변화,3.0,0.8959143285714285,140,120,14,0.8571428571428571
School_24 기후변화,4.0,0.9489406734693877,98,92,14,0.9387755102040817
School_24 기후변화,5.0,0.8888888888888888,126,112,14,0.8888888888888888
School_24 기후변화,6.0,0.6507831298701299,154,98,14,0.6363636363636364
School_24 기후변화,7.0,0.6785714196428572,112,75,14,0.6696428571428571
School_24 기후변화,8.0,0.8809523928571429,140,120,14,0.8571428571428571
School_24 기후변화,9.0,0.9109787571428571,140,124,14,0.8857142857142857
School_24 기후변화,10.0,0.7513765571428571,140,102,14,0.7285714285714285
School_24 기후변화,11.0,0.8002639428571429,140,111,14,0.7928571428571428
